id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,currency_isocode__c,pricelist_name__c,storefront_name__c,
a8U6C000000EX3KUAW,false,DefaultStore USD,USD,00D6C0000000cYAUAY,2016-12-26 16:45:05,0056C000000O3jNQAS,2016-12-26 16:45:05,0056C000000O3jNQAS,2016-12-26 16:45:05,,,USD,Enterprise,DefaultStore,
