id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,anonymous_account_name__c,anonymous_username__c,chatterfollowergroup__c,default_storefront__c,executetimingcalls__c,log_y_n__c,loggingtoken__c,showpagelog__c,enable_sobject_config_settings__c,loaded_version__c,rtforceuse__c,rttriggercontrol__c,
a8T6C000004jidNUAQ,false,CloudCraze,USD,00D6C0000000cYAUAY,2016-12-26 16:44:47,0056C000000O3jNQAS,2017-02-15 20:26:50,0056C000000NfjOQAS,2017-02-15 20:26:50,,,CCAnonymous,Anonymous,,CHStore,false,,L0gm3,false,false,3.0,false,false,
