id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,apipaymentservice__c,enablepaymenttokenization__c,hopheight__c,hoppagestep2__c,hoppage__c,hopreceiptprocessor__c,hopwidth__c,integrationtypestep2__c,integrationtype__c,paymentflow__c,performimmediatesettlement__c,primarygateway__c,
a996C0000000IaxQAE,false,DefaultStore,USD,00D6C0000000cYAUAY,2016-12-26 16:47:35,0056C000000O3jNQAS,2016-12-26 16:47:35,0056C000000O3jNQAS,2016-12-26 16:47:35,,,,true,100%,,,,365,,,1-Step,false,,
