id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,anonymous_account_name__c,anonymous_username__c,chatterfollowergroup__c,default_storefront__c,executetimingcalls__c,log_y_n__c,loggingtoken__c,showpagelog__c,enable_sobject_config_settings__c,loaded_version__c,rtforceuse__c,rttriggercontrol__c,
a8TG0000000CaYSMA0,false,CloudCraze,USD,00DG0000000hBllMAE,2016-06-23 00:38:56,005G0000008TGkfIAG,2016-06-23 00:42:28,005G0000008TGkfIAG,2016-06-23 00:42:28,,,CCAnonymous,Anonymous,,CHStore,false,,L0gm3,false,,,,,
