id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,apipaymentservice__c,enablepaymenttokenization__c,hopheight__c,hoppagestep2__c,hoppage__c,hopreceiptprocessor__c,hopwidth__c,integrationtypestep2__c,integrationtype__c,paymentflow__c,performimmediatesettlement__c,primarygateway__c,
a99G0000000GmcyIAC,false,DefaultStore,USD,00DG0000000hBllMAE,2016-06-16 00:38:25,005G0000007ZLpxIAG,2016-06-16 00:38:25,005G0000007ZLpxIAG,2016-06-16 00:38:25,,,,true,100%,,,,365,,,1-Step,false,,
