id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,label__c,
a95G0000000L01RIAS,false,BN,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Banner,
a95G0000000L01SIAS,false,CO,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Checkout,
a95G0000000L01TIAS,false,FF,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Feature Filtering,
a95G0000000L01UIAS,false,AC,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Accessories,
a95G0000000L01VIAS,false,BC,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Breadcrumb,
a95G0000000L01WIAS,false,C,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Cart,
a95G0000000L01XIAS,false,CF,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Confirmation,
a95G0000000L01YIAS,false,CS,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Cross-sells,
a95G0000000L01ZIAS,false,CSW,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Company Social Widget,
a95G0000000L01aIAC,false,SO,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Shipping Options,
a95G0000000L01bIAC,false,UP,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,User Profile,
a95G0000000L01cIAC,false,PayShip,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Payment Shipping,
a95G0000000L01dIAC,false,SB,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Search Box,
a95G0000000L01eIAC,false,WL,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Wishlists/Templates,
a95G0000000L01fIAC,false,Dspl,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Field Display,
a95G0000000L01gIAC,false,SPL,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Splash,
a95G0000000L01hIAC,false,LIST,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,List,
a95G0000000L01iIAC,false,MC,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Mini-cart,
a95G0000000L01jIAC,false,OR,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Order Review,
a95G0000000L01kIAC,false,PDA,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Product Detail attributes,
a95G0000000L01lIAC,false,PDP,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Product Detail Page,
a95G0000000L01mIAC,false,MSG,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Messages,
a95G0000000L01nIAC,false,PGL,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Page Labels,
a95G0000000L01oIAC,false,PSI,USD,00DG0000000hBllMAE,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,005G0000008TGkfIAG,2016-06-23 00:41:56,,,Product Spec Indexing,
