id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,code__c,countrycode__c,state__c,
aAB3B0000009q7AWAQ,false,CA_YT,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,YT,CA,Yukon,
aAB3B0000009q7BWAQ,false,CA_NU,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,NU,CA,Nunavut,
aAB3B0000009q7CWAQ,false,CA_NS,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,NS,CA,Nova Scotia,
aAB3B0000009q7DWAQ,false,CA_NT,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,NT,CA,Northwest Territories,
aAB3B0000009q7EWAQ,false,CA_NL,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,NL,CA,Newfoundland and Labrador,
aAB3B0000009q7FWAQ,false,CA_MB,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,MB,CA,Manitoba,
aAB3B0000009q7GWAQ,false,CA_BC,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,BC,CA,British Columbia,
aAB3B0000009q7HWAQ,false,CA_AB,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,AB,CA,Alberta,
aAB3B0000009q7IWAQ,false,CA_NB,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,NB,CA,New Brunswick,
aAB3B0000009q7JWAQ,false,US_WV,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,WV,US,West Virginia,
aAB3B0000009q7KWAQ,false,US_VA,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,VA,US,Virginia,
aAB3B0000009q7LWAQ,false,US_WY,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,WY,US,Wyoming,
