id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,anonymous_account_name__c,anonymous_username__c,chatterfollowergroup__c,default_storefront__c,executetimingcalls__c,log_y_n__c,loggingtoken__c,showpagelog__c,enable_sobject_config_settings__c,loaded_version__c,rtforceuse__c,rttriggercontrol__c,
a8T3B000000Cb7RUAS,false,CloudCraze,USD,00D3B0000008umVUAQ,2017-03-01 05:28:29,005G0000007ZFITIA4,2017-03-01 05:28:29,005G0000007ZFITIA4,2017-03-01 05:28:29,,,CCAnonymous,Anonymous,,CHStore,false,,L0gm3,false,false,,false,true,
