id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,label__c,
a953B000000CaebQAC,false,OH,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Order History,
a953B000000CaecQAC,false,nav,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,My Account Navigation Bar,
a953B000000CaedQAC,false,srch,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Search/Filter Widget,
a953B000000CaeeQAC,false,shAct,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Show Actions Column,
a953B000000CaefQAC,false,HIB,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Header Include Begin,
a953B000000CaegQAC,false,HIE,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Header Include End,
a953B000000CaehQAC,false,BdIB,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,HTML Body Include Begin,
a953B000000CaeiQAC,false,PL,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Product List,
a953B000000CaejQAC,false,PD,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Product Detail,
a953B000000CaekQAC,false,PLP,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Product List Page,
